Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0032968~positive regulation of transcription elongation from RNA polymerase II promoter	11	3.3950617283950617	1.0688206133064168E-4	P32558, Q12514, P38074, P53829, P31384, Q01560, P34909, Q06697, P06102, P25655, P22147	315	44	5677	4.5055555555555555	0.09181382607549649	0.0074077490199160115	0.0072268716853564645
GOTERM_BP_DIRECT	GO:0031087~deadenylation-independent decapping of nuclear-transcribed mRNA	5	1.5432098765432098	2.8138866199304207E-4	Q12514, P53550, P34909, Q12517, P39998	315	7	5677	12.873015873015872	0.2239721432340721	0.018109370318266496	0.01766718813513457
GOTERM_BP_DIRECT	GO:0000463~maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	10	3.0864197530864197	3.1390156168150437E-4	P40991, P34241, Q03532, P40010, Q08208, P53131, P53261, Q08962, Q04660, Q08287	315	41	5677	4.3956639566395665	0.2463820266512834	0.01885502047166903	0.018394631514536155
GOTERM_BP_DIRECT	GO:0006449~regulation of translational termination	5	1.5432098765432098	5.383063625007319E-4	P32471, Q08972, P30771, P32644, P29547	315	8	5677	11.263888888888888	0.384391840495803	0.028530237212538792	0.027833605449302547
GOTERM_BP_DIRECT	GO:0061077~chaperone-mediated protein folding	5	1.5432098765432098	5.383063625007319E-4	P48362, P34760, Q04432, P38788, Q08992	315	8	5677	11.263888888888888	0.384391840495803	0.028530237212538792	0.027833605449302547
GOTERM_BP_DIRECT	GO:0000462~maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	13	4.012345679012346	5.780816805861107E-4	Q12136, P53276, Q12754, P53131, P40160, Q05775, Q08444, P39730, Q03532, P42945, P53261, Q12055, Q99207	315	73	5677	3.2094368340943684	0.4060749818361803	0.028936199678226988	0.028229655401955076
GOTERM_BP_DIRECT	GO:0045727~positive regulation of translation	6	1.8518518518518516	6.632966455813005E-4	P40850, P53297, P33309, P39517, P34761, Q12034	315	14	5677	7.723809523809525	0.4499953622049647	0.03145422514046062	0.030686197445577008
GOTERM_BP_DIRECT	GO:0000956~nuclear-transcribed mRNA catabolic process	6	1.8518518518518516	9.502904189783355E-4	P53905, P33201, P47017, P57743, P30771, P22147	315	15	5677	7.20888888888889	0.5754046793111902	0.042810583374974016	0.04176526391409785
GOTERM_BP_DIRECT	GO:0006418~tRNA aminoacylation for protein translation	8	2.4691358024691357	9.993421528735485E-4	P13188, P00958, P04801, P46672, P07284, P15180, P36421, P46655	315	30	5677	4.805925925925926	0.5937788191008281	0.042876537130431776	0.041829607255992815
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	8	2.4691358024691357	0.0015019295296699684	Q03532, P46683, P53914, P29295, Q07623, Q08444, Q08972, Q99207	315	32	5677	4.5055555555555555	0.7418606592328105	0.06151084119239279	0.060008911662722826
GOTERM_BP_DIRECT	GO:0000054~ribosomal subunit export from nucleus	5	1.5432098765432098	0.00222199157131936	P53145, P32527, P11745, P40150, Q02892	315	11	5677	8.191919191919192	0.8652375844317772	0.08704410459820622	0.08491872135607467
GOTERM_BP_DIRECT	GO:0033962~cytoplasmic mRNA processing body assembly	4	1.2345679012345678	0.0029579589180783626	P45978, P39517, P57743, P39998	315	6	5677	12.014814814814814	0.9306833702824987	0.11043306630345387	0.10773658743699883
GOTERM_BP_DIRECT	GO:0051085~chaperone mediated protein folding requiring cofactor	6	1.8518518518518516	0.0030641805300625382	P10591, P10592, P31539, P25294, P40150, P38788	315	19	5677	5.691228070175439	0.937028003649961	0.11043306630345387	0.10773658743699883
GOTERM_BP_DIRECT	GO:0032880~regulation of protein localization	7	2.1604938271604937	0.003649912944680353	P39940, P46683, P29295, P00546, P41832, P11792, P23201	315	28	5677	4.5055555555555555	0.9629166688881904	0.12648352165988455	0.12339513378361655
GOTERM_BP_DIRECT	GO:0006446~regulation of translational initiation	5	1.5432098765432098	0.004408102495199581	P04147, P38431, P39730, P09032, P12754	315	13	5677	6.931623931623931	0.9813233274268294	0.1471000128953638	0.14350822567705301
GOTERM_BP_DIRECT	GO:0030490~maturation of SSU-rRNA	6	1.8518518518518516	0.004895289202511677	P53905, P53131, P40160, Q08444, Q99207, Q05022	315	21	5677	5.14920634920635	0.9879836451234426	0.15426942536879384	0.1505025803542395
GOTERM_BP_DIRECT	GO:0060303~regulation of nucleosome density	4	1.2345679012345678	0.0049653866100943635	P32657, P38144, Q06505, P00546	315	7	5677	10.2984126984127	0.9887226314755341	0.15426942536879384	0.1505025803542395
GOTERM_BP_DIRECT	GO:0002188~translation reinitiation	4	1.2345679012345678	0.007621634758737091	Q04067, P38912, P40217, P38249	315	8	5677	9.011111111111111	0.9989855370173593	0.22403248966358646	0.21856221799588513
GOTERM_BP_DIRECT	GO:0001731~formation of translation preinitiation complex	5	1.5432098765432098	0.007708110077215516	P20459, P38431, P53883, P38912, P34167	315	15	5677	6.007407407407407	0.9990621419615615	0.22403248966358646	0.21856221799588513
GOTERM_BP_DIRECT	GO:0034599~cellular response to oxidative stress	12	3.7037037037037033	0.008725938131552837	P39676, P46683, P35691, P38143, P36775, P38715, P34760, Q04432, P40029, Q12055, P38623, Q07551	315	88	5677	2.457575757575758	0.9996279837736862	0.22692059517839763	0.22137980373120034
GOTERM_BP_DIRECT	GO:0006241~CTP biosynthetic process	3	0.9259259259259258	0.008814895484177488	P36010, P28274, P38627	315	3	5677	18.022222222222226	0.9996568808633675	0.22692059517839763	0.22137980373120034
GOTERM_BP_DIRECT	GO:0090344~negative regulation of cell aging	3	0.9259259259259258	0.008814895484177488	P10591, P10592, P34760	315	3	5677	18.022222222222226	0.9996568808633675	0.22692059517839763	0.22137980373120034
GOTERM_BP_DIRECT	GO:1902280~regulation of ATP-dependent RNA helicase activity	3	0.9259259259259258	0.008814895484177488	P39935, P34167, P39936	315	3	5677	18.022222222222226	0.9996568808633675	0.22692059517839763	0.22137980373120034
GOTERM_BP_DIRECT	GO:0043039~tRNA aminoacylation	4	1.2345679012345678	0.010969004096042621	P13188, P04801, P40825, P46655	315	9	5677	8.009876543209876	0.9999516805354954	0.2745297969592889	0.267826516678374
GOTERM_BP_DIRECT	GO:0000447~endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8	2.4691358024691357	0.013799074789675488	Q12136, P35194, P38333, P42945, P32905, P47077, Q99207, Q05022	315	47	5677	3.067612293144208	0.9999963454788993	0.33602611852696257	0.327821263246615
GOTERM_BP_DIRECT	GO:0000289~nuclear-transcribed mRNA poly(A) tail shortening	4	1.2345679012345678	0.015036619729271799	Q12514, P31384, P06102, P25655	315	10	5677	7.20888888888889	0.9999988210485521	0.3473844711813818	0.3389022754366644
GOTERM_BP_DIRECT	GO:0006221~pyrimidine nucleotide biosynthetic process	4	1.2345679012345678	0.015036619729271799	P28274, P28272, P38627, P07259	315	10	5677	7.20888888888889	0.9999988210485521	0.3473844711813818	0.3389022754366644
GOTERM_BP_DIRECT	GO:0006402~mRNA catabolic process	3	0.9259259259259258	0.016986613438388046	P36041, P24276, P53829	315	4	5677	13.516666666666667	0.9999998022810609	0.3609048161901264	0.35209248993465153
GOTERM_BP_DIRECT	GO:0060628~regulation of ER to Golgi vesicle-mediated transport	3	0.9259259259259258	0.016986613438388046	P53741, Q01477, P29295	315	4	5677	13.516666666666667	0.9999998022810609	0.3609048161901264	0.35209248993465153
GOTERM_BP_DIRECT	GO:1903827~regulation of cellular protein localization	3	0.9259259259259258	0.016986613438388046	P00546, P41832, P23201	315	4	5677	13.516666666666667	0.9999998022810609	0.3609048161901264	0.35209248993465153
GOTERM_BP_DIRECT	GO:0042026~protein refolding	6	1.8518518518518516	0.017224092226609804	P10591, P10592, P38323, P31539, P40150, P38788	315	28	5677	3.8619047619047624	0.9999998409602082	0.3609048161901264	0.35209248993465153
GOTERM_BP_DIRECT	GO:0008298~intracellular mRNA localization	5	1.5432098765432098	0.018382672225255005	P38199, P24276, P38934, P41810, P30771	315	19	5677	4.742690058479532	0.9999999450539244	0.37642699261260815	0.36723565649998063
GOTERM_BP_DIRECT	GO:0007118~budding cell apical bud growth	5	1.5432098765432098	0.022002471341190797	P53894, P39969, P41832, P23201, P19524	315	20	5677	4.5055555555555555	0.999999998030666	0.44053837063139795	0.4297816068645936
GOTERM_BP_DIRECT	GO:0006265~DNA topological change	4	1.2345679012345678	0.025393094166840866	Q03973, P22336, P06786, P26754	315	12	5677	6.007407407407407	0.9999999999138282	0.45522202203900386	0.44410672294371184
GOTERM_BP_DIRECT	GO:0001172~transcription, RNA-templated	4	1.2345679012345678	0.025393094166840866	P20435, P08518, P04050, P40422	315	12	5677	6.007407407407407	0.9999999999138282	0.45522202203900386	0.44410672294371184
GOTERM_BP_DIRECT	GO:0032781~positive regulation of ATPase activity	4	1.2345679012345678	0.025393094166840866	Q04067, P40217, P34167, P53834	315	12	5677	6.007407407407407	0.9999999999138282	0.45522202203900386	0.44410672294371184
GOTERM_BP_DIRECT	GO:0034620~cellular response to unfolded protein	4	1.2345679012345678	0.025393094166840866	P10591, P10592, P40150, P38788	315	12	5677	6.007407407407407	0.9999999999138282	0.45522202203900386	0.44410672294371184
GOTERM_BP_DIRECT	GO:0045899~positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	4	1.2345679012345678	0.025393094166840866	P32558, Q04636, P22696, P33297	315	12	5677	6.007407407407407	0.9999999999138282	0.45522202203900386	0.44410672294371184
GOTERM_BP_DIRECT	GO:0051083~'de novo' cotranslational protein folding	3	0.9259259259259258	0.02728300687026216	P32527, P40150, P38788	315	5	5677	10.813333333333334	0.9999999999850087	0.45522202203900386	0.44410672294371184
GOTERM_BP_DIRECT	GO:0010833~telomere maintenance via telomere lengthening	3	0.9259259259259258	0.02728300687026216	P11938, P22336, P26754	315	5	5677	10.813333333333334	0.9999999999850087	0.45522202203900386	0.44410672294371184
GOTERM_BP_DIRECT	GO:0019249~lactate biosynthetic process	3	0.9259259259259258	0.02728300687026216	Q04432, Q08992, P39976	315	5	5677	10.813333333333334	0.9999999999850087	0.45522202203900386	0.44410672294371184
GOTERM_BP_DIRECT	GO:0045901~positive regulation of translational elongation	3	0.9259259259259258	0.02728300687026216	P34761, P32324	315	5	5677	10.813333333333334	0.9999999999850087	0.45522202203900386	0.44410672294371184
GOTERM_BP_DIRECT	GO:0008652~cellular amino acid biosynthetic process	11	3.3950617283950617	0.02977362918798015	P39533, P00815, P00912, P00899, P47176, P07264, P38999, P32263, P32582, P40545, P07258	315	92	5677	2.1548309178743965	0.9999999999985119	0.4839223914127405	0.47210630638379464
GOTERM_BP_DIRECT	GO:0007089~traversing start control point of mitotic cell cycle	4	1.2345679012345678	0.03168859166853684	P31384, P32582, P34761, P22147	315	13	5677	5.545299145299145	0.9999999999997491	0.4839223914127405	0.47210630638379464
GOTERM_BP_DIRECT	GO:0072671~mitochondria-associated ubiquitin-dependent protein catabolic process	4	1.2345679012345678	0.03168859166853684	P39940, P10591, P25294, P43593	315	13	5677	5.545299145299145	0.9999999999997491	0.4839223914127405	0.47210630638379464
GOTERM_BP_DIRECT	GO:0006259~DNA metabolic process	4	1.2345679012345678	0.03168859166853684	P40850, P16550, P40469, P06786	315	13	5677	5.545299145299145	0.9999999999997491	0.4839223914127405	0.47210630638379464
GOTERM_BP_DIRECT	GO:0090503~RNA phosphodiester bond hydrolysis, exonucleolytic	4	1.2345679012345678	0.03168859166853684	P24276, P31384, Q03264, P22147	315	13	5677	5.545299145299145	0.9999999999997491	0.4839223914127405	0.47210630638379464
GOTERM_BP_DIRECT	GO:0000288~nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	4	1.2345679012345678	0.03872020080462272	P31384, P47017, P05453, P25655	315	14	5677	5.14920634920635	0.9999999999999997	0.5553191139468482	0.5417597127184013
GOTERM_BP_DIRECT	GO:0070814~hydrogen sulfide biosynthetic process	3	0.9259259259259258	0.03944553084639099	P08536, P32582, P47169	315	6	5677	9.011111111111113	0.9999999999999998	0.5553191139468482	0.5417597127184013
GOTERM_BP_DIRECT	GO:0006452~translational frameshifting	3	0.9259259259259258	0.03944553084639099	P32527, P40150, P38788	315	6	5677	9.011111111111113	0.9999999999999998	0.5553191139468482	0.5417597127184013
GOTERM_BP_DIRECT	GO:0000162~tryptophan biosynthetic process	3	0.9259259259259258	0.03944553084639099	P00912, P00899, P40545	315	6	5677	9.011111111111113	0.9999999999999998	0.5553191139468482	0.5417597127184013
GOTERM_BP_DIRECT	GO:0060261~positive regulation of transcription initiation from RNA polymerase II promoter	3	0.9259259259259258	0.03944553084639099	P32558, P53550, P22147	315	6	5677	9.011111111111113	0.9999999999999998	0.5553191139468482	0.5417597127184013
GOTERM_BP_DIRECT	GO:0000480~endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6	1.8518518518518516	0.04159619927373607	Q12136, P35194, P42945, P47077, Q99207, Q05022	315	35	5677	3.0895238095238096	1.0	0.5765873160867108	0.5625086024863692
GOTERM_BP_DIRECT	GO:0000472~endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6	1.8518518518518516	0.05110791972559235	Q12136, P35194, P42945, P47077, Q99207, Q05022	315	37	5677	2.922522522522523	1.0	0.6977005404963441	0.68066456725448
GOTERM_BP_DIRECT	GO:0017148~negative regulation of translation	8	2.4691358024691357	0.06178128121536906	P36041, P24276, P10080, P53829, P39517, Q01560, P25655, Q04373	315	64	5677	2.2527777777777778	1.0	0.8308199160454856	0.8105335251986479
GOTERM_BP_DIRECT	GO:0006369~termination of RNA polymerase II transcription	4	1.2345679012345678	0.06405903224180373	P32657, P38144, P22696, P24783	315	17	5677	4.2405228758169935	1.0	0.8447542291553913	0.8241275998086449
GOTERM_BP_DIRECT	GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process	8	2.4691358024691357	0.0661212216962464	P39940, P10591, P10592, P38263, P43593, P33297, Q06103, P38764	315	65	5677	2.218119658119658	1.0	0.8447542291553913	0.8241275998086449
GOTERM_BP_DIRECT	GO:0006368~transcription elongation from RNA polymerase II promoter	8	2.4691358024691357	0.0661212216962464	P32657, P32558, Q12514, P31384, P43609, Q06697, P32597, P25655	315	65	5677	2.218119658119658	1.0	0.8447542291553913	0.8241275998086449
GOTERM_BP_DIRECT	GO:0007015~actin filament organization	6	1.8518518518518516	0.06757096894891867	Q04439, P23594, P39969, P08018, P19524, P38822	315	40	5677	2.7033333333333336	1.0	0.8447542291553913	0.8241275998086449
GOTERM_BP_DIRECT	GO:1990145~maintenance of translational fidelity	3	0.9259259259259258	0.0684429064687498	P32471, P32324	315	8	5677	6.758333333333334	1.0	0.8447542291553913	0.8241275998086449
GOTERM_BP_DIRECT	GO:0034517~ribophagy	3	0.9259259259259258	0.0684429064687498	P53741, P39940, Q01477	315	8	5677	6.758333333333334	1.0	0.8447542291553913	0.8241275998086449
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	18	5.555555555555555	0.07983083027665067	P53894, P12688, P40160, P29295, P32895, P11792, P38623, P38689, P15454, P16892, P00549, P38691, P36010, P20485, P00546, P22211, Q12055, P08018	315	213	5677	1.5230046948356808	1.0	0.9719942983684088	0.9482608082861613
GOTERM_BP_DIRECT	GO:0000466~maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4	1.2345679012345678	0.08423740983449095	P34241, P53131, P53261, Q04660	315	19	5677	3.794152046783626	1.0	0.9930192637693487	0.9687724005030606
GOTERM_BP_DIRECT	GO:0006207~'de novo' pyrimidine nucleobase biosynthetic process	3	0.9259259259259258	0.08486402143200872	P28272, P07259, P07258	315	9	5677	6.007407407407408	1.0	0.9930192637693487	0.9687724005030606
GOTERM_BP_DIRECT	GO:0043335~protein unfolding	3	0.9259259259259258	0.08486402143200872	P43535, P40024, P31539	315	9	5677	6.007407407407408	1.0	0.9930192637693487	0.9687724005030606
GOTERM_BP_DIRECT	GO:0007005~mitochondrion organization	6	1.8518518518518516	0.08664048527246605	P04840, P39940, P54861, P36775, Q03690, P32831	315	43	5677	2.5147286821705426	1.0	1.0	0.9763716224935598
GOTERM_BP_DIRECT	GO:0000055~ribosomal large subunit export from nucleus	5	1.5432098765432098	0.09775716617339514	P53742, Q02256, P40010, Q06338, P33201	315	32	5677	2.815972222222222	1.0	1.0	0.9766666666666667
