Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0000447~endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	11	6.145251396648044	1.2823272990728633E-6	Q05946, P0CX55, Q06506, P38333, Q3E754, Q04500, P32905, P25635, Q02354, P43586	178	47	5677	7.464379631843174	4.7947573212303585E-4	4.359912816847735E-5	3.986872148026538E-5
GOTERM_BP_DIRECT	GO:0000027~ribosomal large subunit assembly	10	5.58659217877095	2.6991361749884047E-6	Q02326, P04456, P24000, P05744, P26321, Q07915, Q12080, P04449, P33201, P05739	178	40	5677	7.973314606741574	0.0010089689400110124	8.412307745380529E-5	7.692538098716953E-5
GOTERM_BP_DIRECT	GO:0031167~rRNA methylation	15	8.379888268156424	2.988956294225433E-6	P32899, Q02354, P53941, Q05946, Q06506, P40991, Q04500, Q04305, Q06679, P25635, P26786, P25443, Q12460, P0CX37	178	103	5677	4.644649285480528	0.0011172467392914776	8.59899733877163E-5	7.863254250962292E-5
GOTERM_BP_DIRECT	GO:1902626~assembly of large subunit precursor of preribosome	6	3.35195530726257	6.1827045835409994E-6	Q12522, P24000, P40991, Q07915, P04449, Q02892	178	10	5677	19.135955056179775	0.0023096672669075113	1.6516653673173814E-4	1.5103464054078727E-4
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	10	5.58659217877095	4.193204723561081E-5	P20435, P20436, P34087, P16370, Q03761, P20433, P46677, P20434, P38129, P40422	178	55	5677	5.798774259448416	0.01556057793959853	0.0010342865820608179	9.457914734352933E-4
GOTERM_BP_DIRECT	GO:0000055~ribosomal large subunit export from nucleus	8	4.4692737430167595	4.424755431276226E-5	P53742, P38861, Q12080, Q99257, P34077, P35729, P33201, P43586	178	32	5677	7.973314606741573	0.016412769800057903	0.0010342865820608179	9.457914734352933E-4
GOTERM_BP_DIRECT	GO:0045860~positive regulation of protein kinase activity	5	2.793296089385475	5.7983878880672155E-5	P05318, Q08745, P46784, P10622, P02400	178	8	5677	19.933286516853933	0.021453135868896633	0.0012756453353747874	0.001166499210422934
GOTERM_BP_DIRECT	GO:0071051~polyadenylation-dependent snoRNA 3'-end processing	6	3.35195530726257	6.486229298151014E-5	P48240, P53256, Q08162, P38792, P38801, P25359	178	15	5677	12.757303370786516	0.023967393023785477	0.0013476943097269329	0.0012323835666486927
GOTERM_BP_DIRECT	GO:0000467~exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6	3.35195530726257	1.7147333310403256E-4	P48240, P53256, Q08162, P38792, P38801, P25359	178	18	5677	10.631086142322097	0.06212305341380153	0.0033753171884688517	0.003086519995872586
GOTERM_BP_DIRECT	GO:0071035~nuclear polyadenylation-dependent rRNA catabolic process	6	3.35195530726257	2.2688022523769882E-4	P48240, P53256, Q08162, P38792, P38801, P25359	178	19	5677	10.071555292726197	0.08136171596086861	0.004242660211944968	0.00387965185156465
GOTERM_BP_DIRECT	GO:0071042~nuclear polyadenylation-dependent mRNA catabolic process	5	2.793296089385475	9.522343802758098E-4	P48240, P53256, Q08162, P38792, P25359	178	15	5677	10.631086142322097	0.2997412211971998	0.016187984464688766	0.014802916275196679
GOTERM_BP_DIRECT	GO:0034475~U4 snRNA 3'-end processing	5	2.793296089385475	9.522343802758098E-4	P48240, P53256, P38792, P38801, P25359	178	15	5677	10.631086142322097	0.2997412211971998	0.016187984464688766	0.014802916275196679
GOTERM_BP_DIRECT	GO:0070651~nonfunctional rRNA decay	6	3.35195530726257	0.0010750145794727506	P48240, P53256, Q08162, P38792, P25359, P05750	178	26	5677	7.359982713915297	0.3312010020303119	0.01748067185751342	0.015984999399116552
GOTERM_BP_DIRECT	GO:0071038~nuclear polyadenylation-dependent tRNA catabolic process	5	2.793296089385475	0.0012389873172373596	P48240, P53256, Q08162, P38792, P25359	178	16	5677	9.966643258426966	0.3710280109139602	0.0185352502658709	0.016949346499807078
GOTERM_BP_DIRECT	GO:0071028~nuclear mRNA surveillance	5	2.793296089385475	0.0012389873172373596	P48240, P53256, Q08162, P38801, P25359	178	16	5677	9.966643258426966	0.3710280109139602	0.0185352502658709	0.016949346499807078
GOTERM_BP_DIRECT	GO:0070478~nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	5	2.793296089385475	0.0015811285791263248	P48240, P53256, Q08162, P38792, P25359	178	17	5677	9.380370125578322	0.44667518217732693	0.022743926484355595	0.02079792207927704
GOTERM_BP_DIRECT	GO:0006383~transcription from RNA polymerase III promoter	5	2.793296089385475	0.0024524224196746176	P20435, P20436, P38351, P20434, P40422	178	19	5677	8.392962743938497	0.6008158802073922	0.03397059203549285	0.03106401731587849
GOTERM_BP_DIRECT	GO:0016075~rRNA catabolic process	4	2.2346368715083798	0.004087454977026896	P48240, P53256, Q08162, P25359	178	11	5677	11.597548518896833	0.783862600342985	0.05363997580116388	0.04905045915507499
GOTERM_BP_DIRECT	GO:0000480~endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6	3.35195530726257	0.004229646920101901	Q05946, Q06506, Q04500, P25635, Q02354, P43586	178	35	5677	5.467415730337079	0.7951019673235935	0.05363997580116388	0.04905045915507499
GOTERM_BP_DIRECT	GO:0006360~transcription from RNA polymerase I promoter	5	2.793296089385475	0.004302671855708332	P20435, P20436, P38351, P20434, P40422	178	22	5677	7.248467824310521	0.8006456061998704	0.05363997580116388	0.04905045915507499
GOTERM_BP_DIRECT	GO:0051028~mRNA transport	8	4.4692737430167595	0.004567039867737198	P04147, Q99257, P34077, P35729, P39705, P49687, P43586, P32500	178	67	5677	3.8081502599362733	0.8194929142013981	0.055099126146248775	0.050384762411810384
GOTERM_BP_DIRECT	GO:0070481~nuclear-transcribed mRNA catabolic process, non-stop decay	5	2.793296089385475	0.0050836034765065026	P48240, P53256, Q08162, P38792, P25359	178	23	5677	6.9333170493404985	0.8513434677428975	0.05941461563166975	0.05433101215516325
GOTERM_BP_DIRECT	GO:0000472~endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6	3.35195530726257	0.005401528968011412	Q05946, Q06506, Q04500, P25635, Q02354, P43586	178	37	5677	5.171879744913453	0.8680916043306413	0.06121732830412934	0.05597948203211827
GOTERM_BP_DIRECT	GO:0016973~poly(A)+ mRNA export from nucleus	6	3.35195530726257	0.006066089000612837	P38333, Q99257, P34077, Q06505, P39705, P49687	178	38	5677	5.0357776463630985	0.8972674594396403	0.06672697900674121	0.061017718770870304
GOTERM_BP_DIRECT	GO:0034427~nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	4	2.2346368715083798	0.008417039571319998	P48240, P53256, P38792, P25359	178	14	5677	9.112359550561797	0.957629203632795	0.08994207999067654	0.08224650095404112
GOTERM_BP_DIRECT	GO:0045948~positive regulation of translational initiation	3	1.675977653631285	0.009085087234891221	P34087, P20433, P23301	178	5	5677	19.135955056179775	0.9670693521441104	0.0943839618291477	0.0863083287314666
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	13	7.262569832402235	0.009708208850134382	Q07350, P04147, P25298, Q08162, Q12102, P53550, P32783, P32598, Q06217, P25359, P20433, P40567, P40565	178	179	5677	2.3162701650869373	0.9739727090278818	0.09813162459325026	0.0897353358579989
GOTERM_BP_DIRECT	GO:0006386~termination of RNA polymerase III transcription	4	2.2346368715083798	0.012370376304097737	P20435, P20436, P20434, P40422	178	16	5677	7.973314606741573	0.9904896523168212	0.12175054572980405	0.11133338673687963
GOTERM_BP_DIRECT	GO:0006413~translational initiation	6	3.35195530726257	0.01612605383679282	P20459, Q12522, P09064, Q04067, P32497, P23301	178	48	5677	3.9866573033707864	0.997712515683616	0.15335827352423392	0.14023671001413904
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	5	2.793296089385475	0.016612655191114593	P32899, P48164, P07280, P26786, P53941	178	32	5677	4.983321629213483	0.9980988953077514	0.15335827352423392	0.14023671001413904
GOTERM_BP_DIRECT	GO:0000973~posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery	4	2.2346368715083798	0.017222052106999532	P35729, P38801, P39705, P49687	178	18	5677	7.087390761548065	0.9984922799335137	0.15335827352423392	0.14023671001413904
GOTERM_BP_DIRECT	GO:0032147~activation of protein kinase activity	4	2.2346368715083798	0.017222052106999532	P38283, P05318, P10622, P02400	178	18	5677	7.087390761548065	0.9984922799335137	0.15335827352423392	0.14023671001413904
GOTERM_BP_DIRECT	GO:0043628~ncRNA 3'-end processing	3	1.675977653631285	0.01830905401860297	P53256, Q08162, P25359	178	7	5677	13.668539325842696	0.9990032877361501	0.15924619076645374	0.14562084824098176
GOTERM_BP_DIRECT	GO:0042797~tRNA transcription from RNA polymerase III promoter	4	2.2346368715083798	0.019991357673386834	P20435, P20436, P20434, P40422	178	19	5677	6.714370195150798	0.999475211040063	0.1699265402237881	0.15538737100677946
GOTERM_BP_DIRECT	GO:0006457~protein folding	8	4.4692737430167595	0.022838504202419382	P39079, P42943, P39076, P39078, P39077, P36775, P12612, P40413	178	91	5677	2.8038029386343992	0.9998232280838337	0.18692910547474959	0.17093517131648225
GOTERM_BP_DIRECT	GO:0006337~nucleosome disassembly	4	2.2346368715083798	0.02299128035250931	P32832, Q12406, P32597, P25632	178	20	5677	6.378651685393258	0.9998332689578496	0.18692910547474959	0.17093517131648225
GOTERM_BP_DIRECT	GO:0000460~maturation of 5.8S rRNA	3	1.675977653631285	0.0301272353873095	Q12522, Q12080, P38801	178	9	5677	10.631086142322097	0.999989252147437	0.23973587308199473	0.21922371281829464
GOTERM_BP_DIRECT	GO:0006302~double-strand break repair	5	2.793296089385475	0.032137811984430574	P35729, P32908, P39705, P49687, P32597	178	39	5677	4.088879285508499	0.9999950539586465	0.25040711837868823	0.22898191038906784
GOTERM_BP_DIRECT	GO:0006913~nucleocytoplasmic transport	4	2.2346368715083798	0.033372851438202775	P38344, P39705, P49687, P32500	178	23	5677	5.546653639472399	0.9999969319551556	0.2547233966915885	0.2329288814666398
GOTERM_BP_DIRECT	GO:0001732~formation of cytoplasmic translation initiation complex	3	1.675977653631285	0.03689855808703929	P09064, Q04067, P32497	178	10	5677	9.567977528089887	0.9999992177593746	0.2653857831644749	0.24267897818783532
GOTERM_BP_DIRECT	GO:0031990~mRNA export from nucleus in response to heat stress	3	1.675977653631285	0.03689855808703929	P35729, P39705, P20433	178	10	5677	9.567977528089887	0.9999992177593746	0.2653857831644749	0.24267897818783532
GOTERM_BP_DIRECT	GO:0071039~nuclear polyadenylation-dependent CUT catabolic process	3	1.675977653631285	0.03689855808703929	P48240, Q08162, P38801	178	10	5677	9.567977528089887	0.9999992177593746	0.2653857831644749	0.24267897818783532
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	6	3.35195530726257	0.03823598560246676	P20435, P20436, P34087, P16370, P20434, P40422	178	60	5677	3.189325842696629	0.9999995348128166	0.269816200289105	0.24673032218950247
GOTERM_BP_DIRECT	GO:0006325~chromatin organization	9	5.027932960893855	0.04238100790360428	P32832, Q12464, Q06337, Q03761, Q12406, P32597, P46677, P38129, P25632	178	126	5677	2.2780898876404496	0.999999907511283	0.29352772140644445	0.26841305005616045
GOTERM_BP_DIRECT	GO:0000278~mitotic cell cycle	4	2.2346368715083798	0.05517071067573941	P38344, P53540, P09733, P38863	178	28	5677	4.556179775280898	0.9999999993944472	0.37516083259502797	0.3430615100200523
GOTERM_BP_DIRECT	GO:0043044~ATP-dependent chromatin remodeling	4	2.2346368715083798	0.06017573922577188	P32832, Q12406, P32597, P25632	178	29	5677	4.399070127857419	0.9999999999169293	0.39486612642652774	0.36108078940607613
GOTERM_BP_DIRECT	GO:0006352~DNA-templated transcription, initiation	3	1.675977653631285	0.06018013156767936	P34087, Q03761, P20433	178	13	5677	7.359982713915297	0.9999999999170744	0.39486612642652774	0.36108078940607613
GOTERM_BP_DIRECT	GO:0016573~histone acetylation	5	2.793296089385475	0.061422168918012006	Q12464, P60010, Q03761, P46677, P38129	178	48	5677	3.3222144194756553	0.9999999999494305	0.3960670892299395	0.3621789960337949
GOTERM_BP_DIRECT	GO:0000226~microtubule cytoskeleton organization	3	1.675977653631285	0.07781101705801446	P53540, P09733, P38863	178	15	5677	6.378651685393258	0.9999999999999304	0.4932427182999561	0.4510401327769652
GOTERM_BP_DIRECT	GO:0034398~telomere tethering at nuclear periphery	3	1.675977653631285	0.0871596800241155	P35729, P39705, P49687	178	16	5677	5.979985955056179	0.9999999999999984	0.5343888578527738	0.48866574702045085
GOTERM_BP_DIRECT	GO:0045943~positive regulation of transcription from RNA polymerase I promoter	3	1.675977653631285	0.0871596800241155	P38882, Q04305, Q06679	178	16	5677	5.979985955056179	0.9999999999999984	0.5343888578527738	0.48866574702045085
