string_id	string_id_alias	uniprot_alias
3205	4932.YJL110C	GZF3	GZF3
3206	4932.YJL111W	CCT7	TCPH
3207	4932.YJL112W	MDV1	MDV1
3208	4932.YJL115W	CIA1	ASF1
3209	4932.YJL116C	NCA3	NCA3
3210	4932.YJL117W	PHO86	PHO86
3211	4932.YJL118W	YJL118W	YJL8
3212	4932.YJL119C	YJL119C	YJL9
3213	4932.YJL120W	YJL120W	YJM0
3214	4932.YJL121C	RPE	RPE
3215	4932.YJL122W	ALB1	ALB1
3216	4932.YJL123C	MTC1	MTC1
3217	4932.YJL124C	LSM1	LSM1
3218	4932.YJL125C	GCD14	TRM61
3219	4932.YJL126W	NIT2	NIT2
3220	4932.YJL127C	YJL127C	SPT10
3221	4932.YJL127C-B	YJL127C-B	YJ127
3222	4932.YJL127W-A	YJL127W-A	YJ27A
3223	4932.YJL128C	PBS2	PBS2
3224	4932.YJL129C	TRK1	TRK1
3225	4932.YJL130C	URA2	PYR1
3226	4932.YJL131C	AIM23	AIM23
3227	4932.YJL132W	YJL132W	YJN2
3228	4932.YJL133C-A	YJL133C-A	YJ133
3229	4932.YJL133W	MRS3	MRS3
3230	4932.YJL134W	LCB3	DS1P1
3231	4932.YJL135W	YJL135W	YJN5
3232	4932.YJL136C	S26B	S26B
3233	4932.YJL137C	GLG2	GLG2
3234	4932.YJL138C	TIF2	IF4A
3235	4932.YJL139C	YUR1	YUR1
3236	4932.YJL140W	RPB4	RPB4
3237	4932.YJL141C	YAK1	YAK1
3238	4932.YJL142C	IRC9	IRC9
3239	4932.YJL143W	TIM17	TIM17
3240	4932.YJL144W	YJL144W	YJO4
3241	4932.YJL145W	SFH5	SFH5
3242	4932.YJL146W	IDS2	IDS2
3243	4932.YJL147C	MRX5	MRX5
3244	4932.YJL148W	RPA34	RPA34
3245	4932.YJL149W	DAS1	DAS1
3246	4932.YJL150W	YJL150W	YJP0
3247	4932.YJL151C	SNA3	SNA3
3248	4932.YJL152W	YJL152W	YJP2
3249	4932.YJL153C	INO1	INO1
3250	4932.YJL154C	VPS35	VPS35
3251	4932.YJL155C	FBP26	F26
3252	4932.YJL156C	SSY5	SSY5
3253	4932.YJL156W-A	YJL156W-A	YJ156
3254	4932.YJL157C	FAR1	FAR1
3255	4932.YJL158C	CIS3	CIS3
3256	4932.YJL159W	HSP150	HS150
3257	4932.YJL160C	PIR5	PIR5
3258	4932.YJL161W	FMP33	FMP33
3259	4932.YJL162C	JJJ2	JJJ2
3260	4932.YJL163C	YJL163C	YJQ3
3261	4932.YJL164C	TPK1	KAPA
3262	4932.YJL165C	HAL5	HAL5
3263	4932.YJL166W	QCR8	QCR8
3264	4932.YJL167W	FPS	FPS
3265	4932.YJL168C	SET2	SET2
3266	4932.YJL169W	YJL169W	YJQ9
3267	4932.YJL170C	ASG7	ASG7
3268	4932.YJL171C	YJR1	YJR1
3269	4932.YJL172W	CPS1	CPS
3270	4932.YJL173C	RPA3	RPA3
3271	4932.YJL174W	KRE9	KRE9
3272	4932.YJL175W	YJL175W	YJR5
3273	4932.YJL176C	SWI3	SWI3
3274	4932.YJL177W	RPL20B	YL17
3275	4932.YJL178C	ATG27	ATG27
3276	4932.YJL179W	PFD1	PFD1
3277	4932.YJL180C	ATP12	ATP12
3278	4932.YJL181W	RBH1	YJS1
3279	4932.YJL182C	YJL182C	YJS2
3280	4932.YJL183W	MNN11	MNN11
3281	4932.YJL184W	GON7	GON7
3282	4932.YJL185C	ATG36	ATG36
3283	4932.YJL186W	MNN5	MNN5
3284	4932.YJL187C	SWE1	SWE1
3285	4932.YJL189W	RPL39	YL40
3286	4932.YJL190C	S8	S8
3287	4932.YJL191W	S14B	S14B
3288	4932.YJL192C	SOP4	SOP4
3289	4932.YJL193W	YJL193W	YJT3
3290	4932.YJL194W	CDC6	CDC6
3291	4932.YJL196C	ELO1	ELO1
3292	4932.YJL197W	UBP12	UBP12
3293	4932.YJL198W	PHO90	PHO90
3294	4932.YJL199C	MBB1	MBB1
3295	4932.YJL200C	ACO2	ACON2
3296	4932.YJL201W	ECM25	ECM25
3297	4932.YJL202C	YJU2	YJU2
3298	4932.YJL203W	PRP21	PRP21
3299	4932.YJL204C	RCY1	RCY1
3300	4932.YJL205C	NCE1	NCE1
3301	4932.YJL206C	YJL206C	YJU6
3302	4932.YJL207C	LAA1	LAA1
3303	4932.YJL208C	NUC1	NUC1
3304	4932.YJL209W	CBP1	CBP1
3305	4932.YJL210W	PEX2	PEX2
3306	4932.YJL211C	J0238	YJV1
3307	4932.YJL212C	OPT1	OPT1
3308	4932.YJL213W	YJL213W	YJV3
3309	4932.YJL214W	HXT8	HXT8
3310	4932.YJL215C	J0231	YJV5
3311	4932.YJL216C	IMA5	IMA5
3312	4932.YJL217W	REE1	REE1
3313	4932.YJL218W	YJL218W	YJV8
3314	4932.YJL219W	HXT9	HXT9
3315	4932.YJL221C	IMA4	MALX2
3316	4932.YJL222W	VTH2	VTH2
3317	4932.YJL222W-A	YIL174W	YIR4
3318	4932.YJL223C	PAU1	PAU1
3319	4932.YJL225C	YJL225C	YJW5
3320	4932.YJR001W	AVT1	AVT1
3321	4932.YJR002W	MPP10	MPP10
3322	4932.YJR003C	MRX12	MRX12
3323	4932.YJR004C	SAG1	SAG1
3324	4932.YJR005C-A	LSO1	LSO1
3325	4932.YJR005W	APL1	AP2B
3326	4932.YJR006W	POL31	DPOD2
3327	4932.YJR007W	SUI2	IF2A
3328	4932.YJR008W	MHO1	MHO1
3329	4932.YJR009C	TDH2	GPD2
3330	4932.YJR010C-A	SPC1	SPC1
3331	4932.YJR010W	SAT	MET3
3332	4932.YJR011C	YJR011C	YJY1
3333	4932.YJR012C	YJR012C	YJY2
3334	4932.YJR013W	GPI14	GPI14
3335	4932.YJR014W	TMA22	DENR
3336	4932.YJR015W	YJR015W	YJY5
3337	4932.YJR016C	ILV3	ILV3
3338	4932.YJR017C	ESS1	ESS1
3339	4932.YJR018W	YJR018W	YJY8
3340	4932.YJR019C	TES1	PTE1
3341	4932.YJR020W	YJR020W	YJZ0
3342	4932.YJR021C	REC107	RE107
3343	4932.YJR022W	LSM8	LSM8
3344	4932.YJR024C	MDE1	MTNB
3345	4932.YJR025C	BNA1	HAD
3346	4932.YJR026W	YJR026W	YJ11A
3347	4932.YJR027W	YJR027W	YJ11B
3348	4932.YJR028W	YJR028W	YJ12A
3349	4932.YJR029W	YJR029W	YJ12B
3350	4932.YJR031C	GEA1	GEA1
3351	4932.YJR032W	CPR7	CYP7
3352	4932.YJR033C	RAV1	RAV1
3353	4932.YJR034W	PET191	PT191
3354	4932.YJR035W	RAD26	RAD26
3355	4932.YJR036C	HUL4	HUL4
3356	4932.YJR037W	YJR037W	YJ07
3357	4932.YJR038C	YJR038C	YJ08
3358	4932.YJR039W	YJR039W	YJ09
3359	4932.YJR040W	GEF1	GEF1
3360	4932.YJR041C	URB2	URB2
3361	4932.YJR042W	NUP85	NUP85
3362	4932.YJR043C	POL32	DPOD3
3363	4932.YJR044C	VPS55	VPS55
3364	4932.YJR045C	SSC1	HSP77
3365	4932.YJR046W	TAH11	CDT1
3366	4932.YJR047C	ANB1	IF5A2
3367	4932.YJR048W	CYC1	CYC1
3368	4932.YJR050W	ISY1	ISY1
3369	4932.YJR051W	OSM1	OSM1
3370	4932.YJR052W	RAD7	RAD7
3371	4932.YJR053W	BFA1	BFA1
3372	4932.YJR054W	KCH1	KCH1
3373	4932.YJR055W	HIT1	HIT1
3374	4932.YJR056C	YJR056C	YJ26
3375	4932.YJR057W	CDC8	KTHY
3376	4932.YJR058C	APS2	AP2S
3377	4932.YJR059W	PTK2	PTK2
3378	4932.YJR060W	CP1	CP1
3379	4932.YJR061W	YJR061W	YJ31
3380	4932.YJR062C	NTA1	NTA1
3381	4932.YJR063W	RPA12	RPA12
3382	4932.YJR064W	CCT5	TCPE
3383	4932.YJR065C	ARP3	ARP3
3384	4932.YJR066W	TOR1	TOR1
3385	4932.YJR067C	YAE1	YAE1
3386	4932.YJR068W	RFC2	RFC2
3387	4932.YJR069C	HAM1	ITPA
3388	4932.YJR070C	LIA1	DOHH
3389	4932.YJR071W	YJR071W	YJ41
3390	4932.YJR072C	NPA3	GPN1
3391	4932.YJR073C	OPI3	PLMT
3392	4932.YJR074W	MOG1	MOG1
3393	4932.YJR075W	HOC1	HOC1
3394	4932.YJR076C	CDC11	CDC11
3395	4932.YJR077C	PTP	PTP
3396	4932.YJR078W	BNA2	I23O
3397	4932.YJR079W	YJR079W	YJ49
3398	4932.YJR080C	AIM24	AIM24
3399	4932.YJR082C	EAF6	EAF6
3400	4932.YJR083C	ACF4	ACF4
3401	4932.YJR084W	YJR084W	CSN12
3402	4932.YJR085C	YJR085C	YJ55
3403	4932.YJR086W	STE18	GBG
3404	4932.YJR087W	YJR087W	YJ57
3405	4932.YJR088C	EMC2	EMC2
3406	4932.YJR089W	BIR1	BIR1
3407	4932.YJR090C	SDC1	SDC1
3408	4932.YJR091C	JSN1	JSN1
3409	4932.YJR092W	BUD4	BUD4
3410	4932.YJR093C	FIP1	FIP1
3411	4932.YJR094C	IME1	IME1
3412	4932.YJR094W-A	RPL43B	YL35
3413	4932.YJR095W	SFC1	SFC1
3414	4932.YJR096W	YJR096W	YJ66
3415	4932.YJR097W	JJJ3	DPH4
3416	4932.YJR098C	YJR098C	YJ68
3417	4932.YJR099W	YUH1	UBL1
3418	4932.YJR100C	AIM25	AIM25
3419	4932.YJR101W	RSM26	RT26
3420	4932.YJR102C	VPS25	VPS25
3421	4932.YJR103W	URA8	URA8
3422	4932.YJR104C	SOD1	SODC
3423	4932.YJR105W	ADO1	ADK
3424	4932.YJR106W	ECM27	ECM27
3425	4932.YJR107W	LIH1	YJ77
3426	4932.YJR108W	ABM1	ABM1
3427	4932.YJR109C	CPA2	CARB
3428	4932.YJR110W	YMR1	YMR1
3429	4932.YJR111C	PXP2	PXP2
3430	4932.YJR112W	NNF1	NNF1
3431	4932.YJR113C	RSM7	RT07
3432	4932.YJR114W	YJR114W	YJ84
3433	4932.YJR115W	YJR115W	YJ85
3434	4932.YJR116W	TDA4	TDA4
3435	4932.YJR117W	STE24	STE24
3436	4932.YJR118C	ILM1	ILM1
3437	4932.YJR119C	JHD2	JHD2
3438	4932.YJR120W	YJR120W	YJ90
3439	4932.YJR121W	ATP2	ATPB
3440	4932.YJR122W	IBA57	CAF17
3441	4932.YJR123W	S7	S7
3442	4932.YJR124C	YJR124C	YJ94
3443	4932.YJR125C	ENT3	ENT3
3444	4932.YJR126C	VPS70	VPS70
3445	4932.YJR127C	RSF2	RSF2
3446	4932.YJR128W	YJR128W	YJ98
3447	4932.YJR129C	EFM3	EFM3
3448	4932.YJR130C	STR2	MET7
3449	4932.YJR131W	MNS1	MNS1
3450	4932.YJR132W	NMD5	NMD5
3451	4932.YJR133W	XPT1	XPT1
3452	4932.YJR134C	SGM1	SGM1
3453	4932.YJR135C	MCM22	CENPK
3454	4932.YJR135W-A	TIM8	TIM8
3455	4932.YJR136C	TTI2	TTI2
3456	4932.YJR137C	MET5	MET5
3457	4932.YJR138W	IML1	IML1
3458	4932.YJR139C	HOM6	HDH
3459	4932.YJR140C	HIR3	HIR3
3460	4932.YJR141W	IPA1	YJ9I
3461	4932.YJR142W	YJR142W	YJ9J
3462	4932.YJR143C	PMT4	PMT4
3463	4932.YJR144W	MGM101	MG101
3464	4932.YJR145C	S7A	S7A
3465	4932.YJR146W	YJR146W	YJ9K
3466	4932.YJR147W	HMS2	HMS2
3467	4932.YJR148W	BAT2	BCA2
3468	4932.YJR149W	YJR149W	2NDP
3469	4932.YJR150C	DAN1	DAN1
3470	4932.YJR151C	DAN4	DAN4
3471	4932.YJR152W	DAL5	DAL5
3472	4932.YJR153W	PGU1	PGLR
3473	4932.YJR154W	YJR154W	YJ9S
3474	4932.YJR155W	AAD10	AAD10
3475	4932.YJR156C	THI11	THI11
3476	4932.YJR157W	YJR157W	YJ9V
3477	4932.YJR158W	HXT16	HXT16
3478	4932.YJR159W	SOR1	DHSO1
3479	4932.YJR160C	MPH3	MPH3
3480	4932.YJR161C	COS5	COS5
3481	4932.YJR162C	YJR162C	YJ9Z
3482	4932.YKL001C	MET14	KAPS
3483	4932.YKL002W	VPS2	VPS2
3484	4932.YKL003C	MRP17	RT06
3485	4932.YKL004W	AUR1	AUR1
3486	4932.YKL005C	BYE1	BYE1
3487	4932.YKL006C-A	SFT1	SFT1
3488	4932.YKL006W	YKL153	RL14A
3489	4932.YKL007W	CAP1	CAPZA
3490	4932.YKL008C	YKL156	LAC1
3491	4932.YKL009W	MRT4	MRT4
3492	4932.YKL010C	YKL162	UFD4
3493	4932.YKL011C	MGT1	CCE1
3494	4932.YKL012W	YKL165	PRP40
3495	4932.YKL013C	ARC19	ARPC4
3496	4932.YKL014C	URB1	URB1
3497	4932.YKL015W	PUT3	PUT3
3498	4932.YKL016C	ATP7	ATP7
3499	4932.YKL017C	HCS1	HCS1
3500	4932.YKL018C-A	YKL018C-A	YK018
3501	4932.YKL018W	SWD2	SWD2
3502	4932.YKL019W	RAM2	FNTA
3503	4932.YKL020C	SPT23	SPT23
3504	4932.YKL021C	MAK11	MAK11
3505	4932.YKL022C	CDC16	CDC16
3506	4932.YKL023C-A	YKL023C-A	YK023
3507	4932.YKL023W	YKL023W	YKC3
3508	4932.YKL024C	URA6	UK
3509	4932.YKL025C	PAN3	PAN3
3510	4932.YKL026C	GPX1	GPX1
3511	4932.YKL027W	TCD2	TCD2
3512	4932.YKL028W	TFA1	T2EA
3513	4932.YKL029C	MAE1	MAOM
3514	4932.YKL030W	YKL030W	YKD0
3515	4932.YKL032C	IXR1	IXR1
3516	4932.YKL033W	YKL033W	TTI1
3517	4932.YKL033W-A	YKL033W-A	YKD3A
3518	4932.YKL034W	TUL1	TUL1
3519	4932.YKL035W	UGP1	UGPA1
3520	4932.YKL036C	YKL036C	YKD6
3521	4932.YKL037W	AIM26	AIM26
3522	4932.YKL038W	RGT1	RGT1
3523	4932.YKL039W	PTM1	PTM1
3524	4932.YKL040C	NFU1	NFU1
3525	4932.YKL041W	VPS24	VPS24
3526	4932.YKL042W	SPC42	SPC42
3527	4932.YKL043W	PHD1	PHD1
3528	4932.YKL044W	MMO1	YKE44
3529	4932.YKL045W	PRI2	PRI2
3530	4932.YKL046C	DCW1	DCW1
3531	4932.YKL047W	ANR2	ANR2
3532	4932.YKL048C	ELM1	ELM1
3533	4932.YKL049C	CSE4	CENPA
3534	4932.YKL050C	YKL050C	YKF0
3535	4932.YKL051W	SFK1	SFK1
3536	4932.YKL052C	ASK1	ASK1
3537	4932.YKL053C-A	MDM35	MDM35
3538	4932.YKL053W	YKL053W	YKF3
3539	4932.YKL054C	RIP1	RIP1
3540	4932.YKL056C	TMA19	TCTP
3541	4932.YKL057C	NUP120	NU120
3542	4932.YKL058W	TOA2	T2AG
3543	4932.YKL059C	MPE1	MPE1
3544	4932.YKL060C	FBA1	ALF
3545	4932.YKL061W	BLI1	BLI1
3546	4932.YKL062W	MSN4	MSN4
3547	4932.YKL063C	YKL063C	YKG3
3548	4932.YKL064W	MNR2	MNR2
3549	4932.YKL065C	YET1	YET1
3550	4932.YKL065W-A	YKL065W-A	YK065
3551	4932.YKL066W	YKL066W	YKG6
3552	4932.YKL067W	YNK1	YNK
3553	4932.YKL068W	[NUP100+]	[NUP100+]
3554	4932.YKL068W-A	YKL068W-A	YK068
3555	4932.YKL069W	YKL069W	FRMSR
3556	4932.YKL070W	YKL070W	YKH0
3557	4932.YKL071W	YKL071W	YKH1
3558	4932.YKL072W	STB6	STB6
3559	4932.YKL073W	LHS1	LHS1
3560	4932.YKL074C	MUD2	MUD2
3561	4932.YKL075C	YKL075C	YKH5
3562	4932.YKL076C	PSY1	PSY1
3563	4932.YKL077W	YKL077W	PSG1
3564	4932.YKL078W	DHR2	DHR2
3565	4932.YKL079W	SMY1	SMY1
3566	4932.YKL081W	TEF4	EF1G2
3567	4932.YKL082C	RRP14	RRP14
3568	4932.YKL083W	YKL083W	YKI3
3569	4932.YKL084W	HOT13	HOT13
3570	4932.YKL085W	MDH1	MDHM
3571	4932.YKL086W	SRX1	SRX1
3572	4932.YKL087C	CYT2	CYT2
3573	4932.YKL088W	CAB3	CAB3
3574	4932.YKL089W	MIF2	CENPC
3575	4932.YKL090W	CUE2	CUE2
3576	4932.YKL091C	YKL091C	YKJ1
3577	4932.YKL092C	BUD2	BUD2
3578	4932.YKL093W	MBR1	MBR1
3579	4932.YKL094W	YJU3	MGLL
3580	4932.YKL095W	YJU2	YJU2
3581	4932.YKL096C-B	YKL096C-B	YK096
3582	4932.YKL096W	CWP1	CWP1
3583	4932.YKL096W-A	CWP2	CWP2
3584	4932.YKL097C	YKL097C	YKJ7
3585	4932.YKL098W	MTC2	MTC2
3586	4932.YKL099C	UTP11	UTP11
3587	4932.YKL100C	YPF1	YKK0
3588	4932.YKL100W-A	YKL100W-A	YK100
3589	4932.YKL101W	HSL1	HSL1
3590	4932.YKL102C	YKL102C	YKK2
3591	4932.YKL103C	API	API
3592	4932.YKL104C	GFA1	GFA1
3593	4932.YKL105C	SEG2	SEG2
3594	4932.YKL106C-A	YKL106C-A	YK106
3595	4932.YKL106W	AAT1	AATM
3596	4932.YKL107W	YKL107W	YKK7
3597	4932.YKL108W	SLD2	SLD2
3598	4932.YKL109W	HAP4	HAP4
3599	4932.YKL110C	KTI12	KTI12
3600	4932.YKL111C	YKL1	YKL1
3601	4932.YKL112W	ABF1	ABF1
3602	4932.YKL113C	RAD27	FEN1
3603	4932.YKL114C	APN1	APN1
3604	4932.YKL115C	YKL115C	YKL5
3605	4932.YKL116C	PRR1	PRR1
3606	4932.YKL117W	SBA1	SBA1
3607	4932.YKL118W	YKL118W	YKL8
3608	4932.YKL119C	VPH2	VPH2
3609	4932.YKL120W	PMT1	PMT1
3610	4932.YKL121W	DGR2	DGR2
3611	4932.YKL122C	SRP21	SRP21
3612	4932.YKL124W	SSH4	SSH4
3613	4932.YKL125W	RRN3	RRN3
3614	4932.YKL126W	YPK1	YPK1
3615	4932.YKL127W	PGM1	PGM1
3616	4932.YKL128C	PMU1	PMU1
3617	4932.YKL129C	MYO3	MYO3
3618	4932.YKL130C	SHE2	SHE2
3619	4932.YKL131W	YKL131W	YKN1
3620	4932.YKL132C	RMA1	FOLC
3621	4932.YKL133C	YKL133C	MGR3L
3622	4932.YKL134C	OCT1	MIP
3623	4932.YKL135C	APL2	AP1B1
3624	4932.YKL136W	YKL136W	YKN6
3625	4932.YKL137W	CMC1	COXM1
3626	4932.YKL138C	MRPL31	RM31
3627	4932.YKL138C-A	HSK3	HSK3
3628	4932.YKL139W	CTK1	CTK1
3629	4932.YKL140W	TGL1	YKL5
3630	4932.YKL141W	SDH3	SDH3
3631	4932.YKL142W	MRP8	MRP8
3632	4932.YKL143W	YKL2	LTV1
3633	4932.YKL144C	YKL1	YKL1
3634	4932.YKL145W	RPT1	PRS7
3635	4932.YKL146W	AVT3	AVT3
3636	4932.YKL147C	YKL147C	YKO7
3637	4932.YKL148C	SDH1	SDHA
3638	4932.YKL149C	DBR1	DBR1
3639	4932.YKL150W	MCR1	MCR1
3640	4932.YKL151C	NNR2	NNRD
3641	4932.YKL152C	GPM1	PMG1
3642	4932.YKL153W	YKL153W	YKP3
3643	4932.YKL154W	SRP102	SRPB
3644	4932.YKL155C	RSM22	RT22
3645	4932.YKL156C-A	YKL156C-A	YK156
3646	4932.YKL156W	YS20	S27A
3647	4932.YKL157W	APE2	APE2
3648	4932.YKL159C	RCN1	RCN1
3649	4932.YKL160W	ELF1	ELF1
3650	4932.YKL161C	MLP1	MLP1
3651	4932.YKL162C	YKL162C	NDUF7
3652	4932.YKL162C-A	YKL162C-A	YK162
3653	4932.YKL163W	PIR3	PIR3
3654	4932.YKL164C	PIR1	PIR1
3655	4932.YKL165C	YKL165C	MCD4
3656	4932.YKL165C-A	YKL165C-A	YK165
3657	4932.YKL166C	TPK3	KAPC
3658	4932.YKL167C	MRP49	RM49
3659	4932.YKL168C	KKQ8	KKQ8
3660	4932.YKL169C	YKL169C	YKQ9
3661	4932.YKL170W	MRPL38	RM38
3662	4932.YKL171W	NNK1	NNK1
3663	4932.YKL172W	EBP2	EBP2
3664	4932.YKL173W	SNU114	SN114
3665	4932.YKL174C	TPO5	TPO5
3666	4932.YKL175W	ZRT3	ZRT3
3667	4932.YKL176C	LST4	LST4
3668	4932.YKL177W	YKL177W	YKR7
3669	4932.YKL178C	STE3	STE3
3670	4932.YKL179C	COY1	CASP
3671	4932.YKL180W	RPL20A	YL17
3672	4932.YKL181W	PRS1	PRS1
3673	4932.YKL183W	LOT5	LOT5
3674	4932.YKL184W	SPE1	ODC
3675	4932.YKL185W	ASH1	ASH1
3676	4932.YKL186C	MTR2	MTR2
3677	4932.YKL187C	FAT3	YKS7
3678	4932.YKL188C	PXA2	PXA2
3679	4932.YKL189W	HYM1	HYM1
3680	4932.YKL190W	CNB1	CANB
3681	4932.YKL191W	DPH2	DPH2
3682	4932.YKL192C	ACP1	ACPM
3683	4932.YKL193C	SDS22	SDS22
3684	4932.YKL194C	MST1	SYTM
3685	4932.YKL195W	MIA40	MIA40
3686	4932.YKL196C	YKT6	YKT6
3687	4932.YKL197C	PEX1	PEX1
3688	4932.YKL198C	PTK1	PTK1
3689	4932.YKL201C	MNN4	MNN4
3690	4932.YKL202W	YKL202W	YKU2
3691	4932.YKL203C	TOR2	TOR2
3692	4932.YKL204W	EAP1	EAP1
3693	4932.YKL205W	LOS1	XPOT
3694	4932.YKL206C	ADD66	POC2
3695	4932.YKL207W	EMC3	EMC3
3696	4932.YKL208W	CBT1	CBT1
3697	4932.YKL209C	STE6	STE6
3698	4932.YKL210W	UBA1	UBA1
3699	4932.YKL211C	TRP3	TRPG
3700	4932.YKL212W	SAC1	SAC1
3701	4932.YKL213C	DOA1	DOA1
3702	4932.YKL214C	YRA2	YRA2
3703	4932.YKL215C	OXP1	OPLA
3704	4932.YKL216W	URA1	PYRD
3705	4932.YKL217W	JEN1	JEN1
3706	4932.YKL218C	SRY1	LTHAD
3707	4932.YKL219W	COS9	COS9
3708	4932.YKL220C	FRE2	FRE2
3709	4932.YKL221W	MCH2	MCH2
3710	4932.YKL222C	YKL222C	YKW2
3711	4932.YKL223W	YKL223W	YKW3
3712	4932.YKL224C	PAU16	PAU16
3713	4932.YKL225W	YKL225W	YKW5
3714	4932.YKR001C	VPS1	VPS1
3715	4932.YKR002W	PAP	PAP
3716	4932.YKR003W	OSH6	OSH6
3717	4932.YKR004C	ECM9	ECM9
3718	4932.YKR005C	YKR005C	YKY5
3719	4932.YKR006C	RM13	RM13
3720	4932.YKR007W	MEH1	YK106
3721	4932.YKR008W	RSC4	RSC4
3722	4932.YKR009C	FOX2	FOX2
3723	4932.YKR010C	TOF2	TOF2
3724	4932.YKR011C	YKR011C	YKZ1
3725	4932.YKR012C	YKR012C	YKZ2
3726	4932.YKR013W	PRY2	PRY2
3727	4932.YKR014C	YPT52	YPT52
3728	4932.YKR015C	YKR015C	YKZ5
3729	4932.YKR016W	MIC60	MIC60
3730	4932.YKR017C	HEL1	HEL1
3731	4932.YKR018C	YKR018C	YKR18
3732	4932.YKR019C	IRS4	IRS4
3733	4932.YKR020W	VPS51	VPS51
3734	4932.YKR021W	ALY1	ALY1
3735	4932.YKR022C	NTR2	NTR2
3736	4932.YKR023W	YKR023W	YK03
3737	4932.YKR024C	DBP7	DBP7
3738	4932.YKR025W	RPC5	RPC5
3739	4932.YKR026C	GCN3	EI2BA
3740	4932.YKR027W	BCH2	BCH2
3741	4932.YKR028W	SAP190	SA190
3742	4932.YKR029C	SET3	SET3
3743	4932.YKR030W	GMH1	GMH1
3744	4932.YKR031C	SPO14	SPO14
3745	4932.YKR032W	YKR032W	YK12
3746	4932.YKR033C	YKR033C	YK13
3747	4932.YKR034W	DAL80	DAL80
3748	4932.YKR035C	OPI8	OPI8
3749	4932.YKR035W-A	DID2	DID2
3750	4932.YKR036C	CAF4	CAF4
3751	4932.YKR037C	SPC34	SPC34
3752	4932.YKR038C	KAE1	KAE1
3753	4932.YKR039W	GAP1	GAP1
3754	4932.YKR040C	YKR040C	YK20
3755	4932.YKR041W	YKR041W	YK21
3756	4932.YKR042W	UTH1	UTH1
3757	4932.YKR043C	SHB17	SHB17
3758	4932.YKR044W	UIP5	UIP5
3759	4932.YKR045C	YKR045C	YK25
3760	4932.YKR046C	PET10	PET10
3761	4932.YKR047W	YKR047W	YK27
3762	4932.YKR048C	NAP1	NAP1
3763	4932.YKR049C	FMP46	FMP46
3764	4932.YKR050W	TRK2	TRK2
3765	4932.YKR051W	YKR051W	TM184
3766	4932.YKR052C	MRS4	MRS4
3767	4932.YKR053C	YSR3	DS1P2
3768	4932.YKR054C	DYN1	DYHC
3769	4932.YKR055W	RHO4	RHO4
3770	4932.YKR056W	TRM2	TRM2
3771	4932.YKR057W	S26A	S26A
3772	4932.YKR058W	GLG1	GLG1
3773	4932.YKR059W	TIF2	IF4A
3774	4932.YKR060W	UTP30	RL1D1
3775	4932.YKR061W	KTR2	KTR2
3776	4932.YKR062W	TFA2	T2EB
3777	4932.YKR063C	LAS1	LAS1
3778	4932.YKR064W	OAF3	OAF3
3779	4932.YKR065C	PAM17	PAM17
3780	4932.YKR066C	CCP1	CCPR
3781	4932.YKR067W	GPT2	GPT2
3782	4932.YKR068C	BET3	BET3
3783	4932.YKR069W	MET1	SUMT
3784	4932.YKR070W	YKR070W	YK50
3785	4932.YKR071C	DRE2	DRE2
3786	4932.YKR072C	SIS2	SIS2
3787	4932.YKR074W	AIM29	AIM29
3788	4932.YKR075C	YKR075C	YK55
3789	4932.YKR076W	ECM4	GTO2
3790	4932.YKR077W	MSA2	MSA2
3791	4932.YKR078W	YKR078W	YK58
3792	4932.YKR079C	TRZ1	RNZ
3793	4932.YKR080W	MTD1	MTD1
3794	4932.YKR081C	RPF2	RPF2
3795	4932.YKR082W	NUP133	NU133
3796	4932.YKR083C	DAD2	DAD2
3797	4932.YKR084C	HBS1	HBS1
3798	4932.YKR085C	MRPL20	RM20
3799	4932.YKR086W	PRP16	PRP16
3800	4932.YKR087C	OMA1	OMA1
3801	4932.YKR088C	TVP38	TVP38
3802	4932.YKR089C	TGL4	TGL4
3803	4932.YKR090W	PXL1	PXL1
3804	4932.YKR091W	SRL3	SRL3
3805	4932.YKR092C	SRP40	SRP40
3806	4932.YKR093W	PTR2	PTR2
3807	4932.YKR094C	RPL40B	RL40A
3808	4932.YKR095W	MLP1	MLP1
3809	4932.YKR095W-A	PCC1	PCC1
3810	4932.YKR096W	ESL2	ESL2
3811	4932.YKR097W	PCK1	PCKA
3812	4932.YKR098C	UBP11	UBP11
3813	4932.YKR099W	BAS1	BAS1
3814	4932.YKR100C	SKG1	SKG1
3815	4932.YKR101W	SIR1	SIR1
3816	4932.YKR102W	FLO10	FLO10
3817	4932.YKR103W	NFT1	NFT1
3818	4932.YKR104W	YKR104W	YK104
3819	4932.YKR105C	VBA5	VBA5
3820	4932.YKR106W	GEX2	GEX2
3821	4932.YLL001W	DNM1	DNM1
3822	4932.YLL002W	RTT109	RT109
3823	4932.YLL003W	SFI1	SFI1
3824	4932.YLL004W	ORC3	ORC3
3825	4932.YLL005C	SPO75	SPO75
3826	4932.YLL006W	MMM1	MMM1
3827	4932.YLL007C	LMO1	LMO1
3828	4932.YLL008W	DRS1	DRS1
3829	4932.YLL009C	COX17	COX17
3830	4932.YLL010C	PSR1	PSR1
3831	4932.YLL011W	SOF1	DCA13
3832	4932.YLL012W	YEH1	YEH1
3833	4932.YLL013C	PUF3	PUF3
3834	4932.YLL014W	EMC6	EMC6
3835	4932.YLL015W	BPT1	BPT1
