string_id	string_symbol	uniprot_symbol	uniprot_alias	string_id_alias
9395	9606.ENSP00000349541	NA	NA	PTRF	9606.ENSP00000349541
9396	9606.ENSP00000349543	NA	NA	PEX2	PEX2
9397	9606.ENSP00000349547	NA	NA	RASSF1	9606.ENSP00000349547
9398	9606.ENSP00000349560	NA	NA	RAB4B	RAB4B
9399	9606.ENSP00000349568	NA	NA	CFAP43	9606.ENSP00000349568
9400	9606.ENSP00000349575	NA	NA	MOB3A	MOB3A
9401	9606.ENSP00000349576	NA	NA	DCTD	DCTD
9402	9606.ENSP00000349577	NA	NA	PRODH2	POX
9403	9606.ENSP00000349588	NA	NA	ANK2	ANK2
9404	9606.ENSP00000349594	NA	NA	ELAVL4	ELAV
9405	9606.ENSP00000349595	NA	NA	ATP2A1	487
9406	9606.ENSP00000349596	NA	NA	RNF15	9606.ENSP00000349596
9407	9606.ENSP00000349612	NA	NA	9606.ENSP00000349612	NA
9408	9606.ENSP00000349616	NA	NA	ADIPOR2	PAQR2
9409	9606.ENSP00000349629	NA	NA	LRBA	LRBA
9410	9606.ENSP00000349640	NA	NA	P78	P78
9411	9606.ENSP00000349658	NA	NA	XPNPEP3	9606.ENSP00000349658
9412	9606.ENSP00000349669	NA	NA	TEX43	TEX43
9413	9606.ENSP00000349677	NA	NA	SPOCK3	TICN3
9414	9606.ENSP00000349678	NA	NA	MYBPHL	9606.ENSP00000349678
9415	9606.ENSP00000349679	NA	NA	DYNLRB1	9606.ENSP00000349679
9416	9606.ENSP00000349687	NA	NA	GM2A	2AG2
9417	9606.ENSP00000349689	NA	NA	ZDHHC9	9606.ENSP00000349689
9418	9606.ENSP00000349708	NA	NA	ZMYM6	ZMYM6
9419	9606.ENSP00000349709	NA	NA	RAET1E	9606.ENSP00000349709
9420	9606.ENSP00000349719	NA	NA	OR2L8	OR2L8
9421	9606.ENSP00000349722	NA	NA	UBE2D3	9606.ENSP00000349722
9422	9606.ENSP00000349723	NA	NA	RIT1	RIT1
9423	9606.ENSP00000349727	NA	NA	DOK3	DOK3
9424	9606.ENSP00000349732	NA	NA	G20	G20
9425	9606.ENSP00000349748	NA	NA	SFPQ	SFPQ
9426	9606.ENSP00000349770	NA	NA	IRF5	IRF5
9427	9606.ENSP00000349781	NA	NA	TBC1D8B	9606.ENSP00000349781
9428	9606.ENSP00000349785	NA	NA	MAP1LC3C	9606.ENSP00000349785
9429	9606.ENSP00000349790	NA	NA	STL4	STL4
9430	9606.ENSP00000349805	NA	NA	FAM212B	INKA2
9431	9606.ENSP00000349823	NA	NA	SMARCAL1	9606.ENSP00000349823
9432	9606.ENSP00000349824	NA	NA	REPS2	REPS2
9433	9606.ENSP00000349856	NA	NA	PRRC2B	9606.ENSP00000349856
9434	9606.ENSP00000349860	NA	NA	GFPT	GFPT1
9435	9606.ENSP00000349874	NA	NA	NUDT13	9606.ENSP00000349874
9436	9606.ENSP00000349877	NA	NA	ATP13A1	9606.ENSP00000349877
9437	9606.ENSP00000349884	NA	NA	GALP	GALP
9438	9606.ENSP00000349891	NA	NA	ANKRD20A4	9606.ENSP00000349891
9439	9606.ENSP00000349893	NA	NA	DLK2	DLK2
9440	9606.ENSP00000349923	NA	NA	LAGE3	LAGE3
9441	9606.ENSP00000349929	NA	NA	ENTR1	SDCCAG3
9442	9606.ENSP00000349930	NA	NA	OR11G2	9606.ENSP00000349930
9443	9606.ENSP00000349931	NA	NA	PRAMEF8	9606.ENSP00000349931
9444	9606.ENSP00000349932	NA	NA	PTPRS	PTPRS
9445	9606.ENSP00000349945	NA	NA	OR5B17	9606.ENSP00000349945
9446	9606.ENSP00000349954	NA	NA	HCG	HCG
9447	9606.ENSP00000349957	NA	NA	APC11	APC11
9448	9606.ENSP00000349960	NA	NA	ACTB	ACTB
9449	9606.ENSP00000349961	NA	NA	SMC4	SMC4
9450	9606.ENSP00000349967	NA	NA	HCR	HCR
9451	9606.ENSP00000349968	NA	NA	AKNAD1	9606.ENSP00000349968
9452	9606.ENSP00000349970	NA	NA	ERGIC3	9606.ENSP00000349970
9453	9606.ENSP00000349971	NA	NA	CEACAM3	CEA
9454	9606.ENSP00000350005	NA	NA	GIP	GIP
9455	9606.ENSP00000350012	NA	NA	ACSL3	ACSL3
9456	9606.ENSP00000350018	NA	NA	SH3BP1	9606.ENSP00000350018
9457	9606.ENSP00000350022	NA	NA	OR8D2	OR8D2
9458	9606.ENSP00000350024	NA	NA	ENT2	SLC29A2
9459	9606.ENSP00000350032	NA	NA	FRMD4A	9606.ENSP00000350032
9460	9606.ENSP00000350036	NA	NA	SMC1B	SMC1B
9461	9606.ENSP00000350049	NA	NA	HOMEZ	HOMEZ
9462	9606.ENSP00000350050	NA	NA	TMEM229B	9606.ENSP00000350050
9463	9606.ENSP00000350052	NA	NA	POTEF	POTEF
9464	9606.ENSP00000350071	NA	NA	STRN3	STRN3
9465	9606.ENSP00000350075	NA	NA	C15orf38	ARPIN
9466	9606.ENSP00000350078	NA	NA	ARID5A	9606.ENSP00000350078
9467	9606.ENSP00000350085	NA	NA	ZNF729	ZNF43
9468	9606.ENSP00000350090	NA	NA	9606.ENSP00000350090	NA
9469	9606.ENSP00000350098	NA	NA	RPP2	RPP2
9470	9606.ENSP00000350102	NA	NA	TOR4A	TOR4A
9471	9606.ENSP00000350132	NA	NA	PLN	PLN
9472	9606.ENSP00000350136	NA	NA	RIMKLB	9606.ENSP00000350136
9473	9606.ENSP00000350162	NA	NA	SYCP2	SYCP2
9474	9606.ENSP00000350170	NA	NA	FXR1	FXR1
9475	9606.ENSP00000350198	NA	NA	SSTR2	9606.ENSP00000350198
9476	9606.ENSP00000350199	NA	NA	AP1B1	AP1B1
9477	9606.ENSP00000350222	NA	NA	OR51D1	9606.ENSP00000350222
9478	9606.ENSP00000350223	NA	NA	DNAJ	9606.ENSP00000350223
9479	9606.ENSP00000350224	NA	NA	BMX	ETK
9480	9606.ENSP00000350248	NA	NA	OR14A16	9606.ENSP00000350248
9481	9606.ENSP00000350249	NA	NA	POT1	POT1
9482	9606.ENSP00000350256	NA	NA	CCR9	CCR9
9483	9606.ENSP00000350260	NA	NA	FAM219B	9606.ENSP00000350260
9484	9606.ENSP00000350263	NA	NA	PIGN	PIGN
9485	9606.ENSP00000350266	NA	NA	DENND2D	9606.ENSP00000350266
9486	9606.ENSP00000350267	NA	NA	BRPF3	BRPF3
9487	9606.ENSP00000350295	NA	NA	ZNF816	9606.ENSP00000350295
9488	9606.ENSP00000350310	NA	NA	ATP2B4	493
9489	9606.ENSP00000350314	NA	NA	BCDO2	BCO2
9490	9606.ENSP00000350331	NA	NA	ASB13	ASB13
9491	9606.ENSP00000350332	NA	NA	MYBPC2	9606.ENSP00000350332
9492	9606.ENSP00000350333	NA	NA	SAP130	9606.ENSP00000350333
9493	9606.ENSP00000350336	NA	NA	DSCR8	9606.ENSP00000350336
9494	9606.ENSP00000350348	NA	NA	GRM7	GRM7
9495	9606.ENSP00000350353	NA	NA	METTL20	9606.ENSP00000350353
9496	9606.ENSP00000350358	NA	NA	PRAMEF12	9606.ENSP00000350358
9497	9606.ENSP00000350359	NA	NA	CREB5	CREB5
9498	9606.ENSP00000350364	NA	NA	NEGR1	NEGR1
9499	9606.ENSP00000350369	NA	NA	MAFG	MAFG
9500	9606.ENSP00000350377	NA	NA	MCTP2	MCTP2
9501	9606.ENSP00000350378	NA	NA	GOLGA7	9606.ENSP00000350378
9502	9606.ENSP00000350386	NA	NA	TCD	TCD
9503	9606.ENSP00000350392	NA	NA	C17orf102	9606.ENSP00000350392
9504	9606.ENSP00000350402	NA	NA	HHLA2	HHLA2
9505	9606.ENSP00000350409	NA	NA	URP	URP
9506	9606.ENSP00000350418	NA	NA	ZNF98	ZNF98
9507	9606.ENSP00000350425	NA	NA	APOA4	APOA4
9508	9606.ENSP00000350447	NA	NA	SGO2	SGOL2
9509	9606.ENSP00000350467	NA	NA	NAT9	NAT9
9510	9606.ENSP00000350474	NA	NA	OR8D1	OR8D1
9511	9606.ENSP00000350491	NA	NA	PRIM1	9606.ENSP00000350491
9512	9606.ENSP00000350509	NA	NA	AIG1	AIG1
9513	9606.ENSP00000350512	NA	NA	COPS5	CSN5
9514	9606.ENSP00000350541	NA	NA	AQPEP	9606.ENSP00000350541
9515	9606.ENSP00000350547	NA	NA	SEMA4F	9606.ENSP00000350547
9516	9606.ENSP00000350549	NA	NA	HMX3	HMX3
9517	9606.ENSP00000350552	NA	NA	RFX4	RFX4
9518	9606.ENSP00000350576	NA	NA	ZNF441	9606.ENSP00000350576
9519	9606.ENSP00000350630	NA	NA	TLL2	TLL2
9520	9606.ENSP00000350633	NA	NA	SERTAD1	9606.ENSP00000350633
9521	9606.ENSP00000350651	NA	NA	ERI2	ERI2
9522	9606.ENSP00000350673	NA	NA	FAM3B	FAM3B
9523	9606.ENSP00000350676	NA	NA	PHF8	PHF8
9524	9606.ENSP00000350681	NA	NA	SAP1	SAP1
9525	9606.ENSP00000350686	NA	NA	ANKLE2	9606.ENSP00000350686
9526	9606.ENSP00000350698	NA	NA	RRP3	RRP3
9527	9606.ENSP00000350704	NA	NA	C1orf109	9606.ENSP00000350704
9528	9606.ENSP00000350708	NA	NA	RAD23B	P58
9529	9606.ENSP00000350716	NA	NA	TUSC1	TUSC1
9530	9606.ENSP00000350718	NA	NA	TMCC2	TMCC2
9531	9606.ENSP00000350719	NA	NA	SYNE2	SYNE2
9532	9606.ENSP00000350734	NA	NA	ST7L	ST7L
9533	9606.ENSP00000350757	NA	NA	GMFB	GMFB
9534	9606.ENSP00000350815	NA	NA	MR	MR
9535	9606.ENSP00000350833	NA	NA	MPPED2	9606.ENSP00000350833
9536	9606.ENSP00000350844	NA	NA	PAX5	PAX5
9537	9606.ENSP00000350848	NA	NA	HMGN5	HMGN5
9538	9606.ENSP00000350856	NA	NA	9606.ENSP00000350856	NA
9539	9606.ENSP00000350869	NA	NA	ZNF346	JAZ
9540	9606.ENSP00000350874	NA	NA	PAP1	PAP1
9541	9606.ENSP00000350881	NA	NA	GRAMD1C	9606.ENSP00000350881
9542	9606.ENSP00000350896	NA	NA	HTK	HTK
9543	9606.ENSP00000350911	NA	NA	CATE	CTSE
9544	9606.ENSP00000350928	NA	NA	SCP	SCP
9545	9606.ENSP00000350934	NA	NA	RABEP2	FRA
9546	9606.ENSP00000350937	NA	NA	TES	TES
9547	9606.ENSP00000350949	NA	NA	GMPPA	9606.ENSP00000350949
9548	9606.ENSP00000350954	NA	NA	WDR37	9606.ENSP00000350954
9549	9606.ENSP00000350961	NA	NA	DMAC1	TMEM261
9550	9606.ENSP00000350976	NA	NA	RTP2	RTP2
9551	9606.ENSP00000351008	NA	NA	LCA5L	9606.ENSP00000351008
9552	9606.ENSP00000351015	NA	NA	NF1	NF1
9553	9606.ENSP00000351022	NA	NA	7168	TPM1
9554	9606.ENSP00000351035	NA	NA	HSD17B11	9606.ENSP00000351035
9555	9606.ENSP00000351040	NA	NA	FAM217B	9606.ENSP00000351040
9556	9606.ENSP00000351042	NA	NA	ZNF100	9606.ENSP00000351042
9557	9606.ENSP00000351052	NA	NA	ZC3HC1	NIPA
9558	9606.ENSP00000351059	NA	NA	GPR13	9606.ENSP00000351059
9559	9606.ENSP00000351075	NA	NA	SUSD2	SUSD2
9560	9606.ENSP00000351100	NA	NA	WDR55	WDR55
9561	9606.ENSP00000351108	NA	NA	HNRNPAB	9606.ENSP00000351108
9562	9606.ENSP00000351113	NA	NA	FRYL	FRYL
9563	9606.ENSP00000351118	NA	NA	CDHR5	CDHR5
9564	9606.ENSP00000351132	NA	NA	MIRO1	RHOT1
9565	9606.ENSP00000351137	NA	NA	SYF1	XAB2
9566	9606.ENSP00000351138	NA	NA	FAM73B	MIGA2
9567	9606.ENSP00000351141	NA	NA	WTAP	9606.ENSP00000351141
9568	9606.ENSP00000351147	NA	NA	DCAF4	DCAF4
9569	9606.ENSP00000351155	NA	NA	GBP3	GBP3
9570	9606.ENSP00000351157	NA	NA	TXNDC15	9606.ENSP00000351157
9571	9606.ENSP00000351159	NA	NA	NOT3	9606.ENSP00000351159
9572	9606.ENSP00000351185	NA	NA	DNA2	9606.ENSP00000351185
9573	9606.ENSP00000351190	NA	NA	ITIH2	ITIH2
9574	9606.ENSP00000351206	NA	NA	TXLNB	TXLNB
9575	9606.ENSP00000351207	NA	NA	KIAA1671	9606.ENSP00000351207
9576	9606.ENSP00000351209	NA	NA	EPHA2	EPHA2
9577	9606.ENSP00000351211	NA	NA	OR6C6	OR6C6
9578	9606.ENSP00000351214	NA	NA	TOM7	TOMM7
9579	9606.ENSP00000351218	NA	NA	9606.ENSP00000351218	NA
9580	9606.ENSP00000351244	NA	NA	VN1R2	VN1R2
9581	9606.ENSP00000351250	NA	NA	TRIM33	PTC7
9582	9606.ENSP00000351273	NA	NA	MACH	CASP8
9583	9606.ENSP00000351280	NA	NA	ZNF429	9606.ENSP00000351280
9584	9606.ENSP00000351284	NA	NA	RAD52	RAD52
9585	9606.ENSP00000351310	NA	NA	COL6A6	9606.ENSP00000351310
9586	9606.ENSP00000351314	NA	NA	PSMB10	9606.ENSP00000351314
9587	9606.ENSP00000351325	NA	NA	PATE2	PATE2
9588	9606.ENSP00000351327	NA	NA	HI	HI
9589	9606.ENSP00000351333	NA	NA	ARHGAP19	9606.ENSP00000351333
9590	9606.ENSP00000351338	NA	NA	SEP	SEP
9591	9606.ENSP00000351342	NA	NA	PTPN5	9606.ENSP00000351342
9592	9606.ENSP00000351345	NA	NA	9606.ENSP00000351345	NA
9593	9606.ENSP00000351346	NA	NA	VPS13B	9606.ENSP00000351346
9594	9606.ENSP00000351379	NA	NA	PFN3	9606.ENSP00000351379
9595	9606.ENSP00000351380	NA	NA	TMA16	TMA16
9596	9606.ENSP00000351391	NA	NA	ZNF781	9606.ENSP00000351391
9597	9606.ENSP00000351395	NA	NA	SCGB1D4	9606.ENSP00000351395
9598	9606.ENSP00000351407	NA	NA	TANGO	ARNT
9599	9606.ENSP00000351416	NA	NA	ANKRD17	9606.ENSP00000351416
9600	9606.ENSP00000351422	NA	NA	C19orf60	9606.ENSP00000351422
9601	9606.ENSP00000351430	NA	NA	MNS	MNS
9602	9606.ENSP00000351446	NA	NA	WDR5	WDR5
9603	9606.ENSP00000351466	NA	NA	OR5AC2	HSA1
9604	9606.ENSP00000351475	NA	NA	PASK	9606.ENSP00000351475
9605	9606.ENSP00000351484	NA	NA	NAALADL1	9606.ENSP00000351484
9606	9606.ENSP00000351490	NA	NA	MAX	MAX
9607	9606.ENSP00000351492	NA	NA	UBL5	UBL5
9608	9606.ENSP00000351497	NA	NA	FCGR2B	FCG2
9609	9606.ENSP00000351520	NA	NA	ENTPD4	9606.ENSP00000351520
9610	9606.ENSP00000351524	NA	NA	HELZ	HELZ
9611	9606.ENSP00000351530	NA	NA	ZXDA	ZXDA
9612	9606.ENSP00000351536	NA	NA	QSOX2	QSOX2
9613	9606.ENSP00000351539	NA	NA	ZBTB18	9606.ENSP00000351539
9614	9606.ENSP00000351569	NA	NA	SMIM7	9606.ENSP00000351569
9615	9606.ENSP00000351575	NA	NA	BDP1	BDP1
9616	9606.ENSP00000351589	NA	NA	H2A.1	HIST1H2AM
9617	9606.ENSP00000351591	NA	NA	NLGN3	NLGN3
9618	9606.ENSP00000351596	NA	NA	TTC37	TTC37
9619	9606.ENSP00000351602	NA	NA	FUT4	FUT4
9620	9606.ENSP00000351605	NA	NA	FZD6	FZD6
9621	9606.ENSP00000351614	NA	NA	SYN3	9606.ENSP00000351614
9622	9606.ENSP00000351618	NA	NA	PAR3L	PARD3B
9623	9606.ENSP00000351619	NA	NA	PBLD	9606.ENSP00000351619
9624	9606.ENSP00000351631	NA	NA	FAM76B	9606.ENSP00000351631
9625	9606.ENSP00000351632	NA	NA	FAM3D	FAM3D
9626	9606.ENSP00000351642	NA	NA	BCAS4	BCAS4
9627	9606.ENSP00000351644	NA	NA	THDF1	9606.ENSP00000351644
9628	9606.ENSP00000351646	NA	NA	STI1	STIP1
9629	9606.ENSP00000351664	NA	NA	MICAL1	9606.ENSP00000351664
9630	9606.ENSP00000351669	NA	NA	MANEA	MANEA
9631	9606.ENSP00000351671	NA	NA	CCL20	ST38
9632	9606.ENSP00000351682	NA	NA	CN1	CN1
9633	9606.ENSP00000351686	NA	NA	PRDM10	9606.ENSP00000351686
9634	9606.ENSP00000351697	NA	NA	REV3L	REV3L
9635	9606.ENSP00000351706	NA	NA	GK2	GK2
9636	9606.ENSP00000351727	NA	NA	CCER1	CCER1
9637	9606.ENSP00000351732	NA	NA	TMC2	TMC2
9638	9606.ENSP00000351737	NA	NA	TMEM126B	9606.ENSP00000351737
9639	9606.ENSP00000351740	NA	NA	FAM114A1	9606.ENSP00000351740
9640	9606.ENSP00000351742	NA	NA	TFEB	9606.ENSP00000351742
9641	9606.ENSP00000351767	NA	NA	COL20A1	9606.ENSP00000351767
9642	9606.ENSP00000351770	NA	NA	FHAD1	9606.ENSP00000351770
9643	9606.ENSP00000351777	NA	NA	VCP	TERA
9644	9606.ENSP00000351789	NA	NA	PELI1	PELI1
9645	9606.ENSP00000351790	NA	NA	MYPN	MYPN
9646	9606.ENSP00000351805	NA	NA	NDI	V2R
9647	9606.ENSP00000351807	NA	NA	WS	WS
9648	9606.ENSP00000351811	NA	NA	GE1	GE1
9649	9606.ENSP00000351813	NA	NA	MARCH5	9606.ENSP00000351813
9650	9606.ENSP00000351832	NA	NA	RAB3GAP2	9606.ENSP00000351832
9651	9606.ENSP00000351856	NA	NA	POTEC	POTEC
9652	9606.ENSP00000351875	NA	NA	ANKRD30B	9606.ENSP00000351875
9653	9606.ENSP00000351884	NA	NA	SPANXC	C
9654	9606.ENSP00000351905	NA	NA	MFS2	TGFBR2
9655	9606.ENSP00000351908	NA	NA	MAP3K5	9606.ENSP00000351908
9656	9606.ENSP00000351926	NA	NA	AP2A1	AP2A1
9657	9606.ENSP00000351933	NA	NA	KLHL9	KLHL9
9658	9606.ENSP00000351937	NA	NA	C17orf80	MIG3
9659	9606.ENSP00000351947	NA	NA	SMARCAD1	9606.ENSP00000351947
9660	9606.ENSP00000351957	NA	NA	PDE3A	PDE3A
9661	9606.ENSP00000351989	NA	NA	SFTA2	SFTA2
9662	9606.ENSP00000351990	NA	NA	9606.ENSP00000351990	NA
9663	9606.ENSP00000352011	NA	NA	CACNA1G	9606.ENSP00000352011
9664	9606.ENSP00000352021	NA	NA	NOL12	NOL12
9665	9606.ENSP00000352035	NA	NA	KCNQ2	KCNQ2
9666	9606.ENSP00000352039	NA	NA	NLRC3	9606.ENSP00000352039
9667	9606.ENSP00000352069	NA	NA	WWP2	WWP2
9668	9606.ENSP00000352071	NA	NA	M130	M130
9669	9606.ENSP00000352097	NA	NA	SPTSSB	9606.ENSP00000352097
9670	9606.ENSP00000352111	NA	NA	GOLGA8A	9606.ENSP00000352111
9671	9606.ENSP00000352119	NA	NA	HIST1H2AM	9606.ENSP00000352119
9672	9606.ENSP00000352121	NA	NA	PIK3CG	9606.ENSP00000352121
9673	9606.ENSP00000352138	NA	NA	KIRREL	9606.ENSP00000352138
9674	9606.ENSP00000352157	NA	NA	MAPK10	9606.ENSP00000352157
9675	9606.ENSP00000352162	NA	NA	ELAVL3	ELAV
9676	9606.ENSP00000352163	NA	NA	LYPD2	LYPD2
9677	9606.ENSP00000352167	NA	NA	CACL	SLC25A29
9678	9606.ENSP00000352172	NA	NA	VSIG10	9606.ENSP00000352172
9679	9606.ENSP00000352173	NA	NA	PLAC1	PLAC1
9680	9606.ENSP00000352182	NA	NA	FAM86C1	9606.ENSP00000352182
9681	9606.ENSP00000352185	NA	NA	PHF2	PHF2
9682	9606.ENSP00000352208	NA	NA	MYOF	MYOF
9683	9606.ENSP00000352216	NA	NA	SLC2A10	ATS
9684	9606.ENSP00000352233	NA	NA	ZNF705A	9606.ENSP00000352233
9685	9606.ENSP00000352248	NA	NA	ANXA10	9606.ENSP00000352248
9686	9606.ENSP00000352252	NA	NA	HIST1H3J	H3.1
9687	9606.ENSP00000352257	NA	NA	XRCC6	XRCC6
9688	9606.ENSP00000352264	NA	NA	CMS	CMS
9689	9606.ENSP00000352265	NA	NA	TPGS1	TPGS1
9690	9606.ENSP00000352268	NA	NA	AADACL3	9606.ENSP00000352268
9691	9606.ENSP00000352271	NA	NA	XRCC2	XRCC2
9692	9606.ENSP00000352272	NA	NA	MYOZ	MYOZ
9693	9606.ENSP00000352282	NA	NA	KLHDC1	9606.ENSP00000352282
9694	9606.ENSP00000352284	NA	NA	TMEM139	9606.ENSP00000352284
9695	9606.ENSP00000352295	NA	NA	CGB2	CGB2
9696	9606.ENSP00000352299	NA	NA	9606.ENSP00000352299	NA
9697	9606.ENSP00000352305	NA	NA	OR51A7	9606.ENSP00000352305
9698	9606.ENSP00000352314	NA	NA	KLHL14	9606.ENSP00000352314
9699	9606.ENSP00000352358	NA	NA	TRPV6	TRPV6
9700	9606.ENSP00000352400	NA	NA	NUP214	N214
9701	9606.ENSP00000352401	NA	NA	RPE	RPE
9702	9606.ENSP00000352408	NA	NA	BABAM1	9606.ENSP00000352408
9703	9606.ENSP00000352413	NA	NA	TMC3	TMC3
9704	9606.ENSP00000352414	NA	NA	FGF17	FGF17
9705	9606.ENSP00000352420	NA	NA	LDLRAD4	9606.ENSP00000352420
9706	9606.ENSP00000352424	NA	NA	TIAF1	TIAF1
9707	9606.ENSP00000352427	NA	NA	RP44	RP44
9708	9606.ENSP00000352438	NA	NA	PCBP2	PCBP2
9709	9606.ENSP00000352444	NA	NA	ZNF33B	9606.ENSP00000352444
9710	9606.ENSP00000352447	NA	NA	C1orf116	SARG
9711	9606.ENSP00000352455	NA	NA	MP25	MP25
9712	9606.ENSP00000352458	NA	NA	PLGLB2	9606.ENSP00000352458
9713	9606.ENSP00000352463	NA	NA	TCF20	TCF20
9714	9606.ENSP00000352510	NA	NA	TECPR2	9606.ENSP00000352510
9715	9606.ENSP00000352513	NA	NA	MPZL1	PZR
9716	9606.ENSP00000352516	NA	NA	DNMT1	DNMT1
9717	9606.ENSP00000352522	NA	NA	NBP1	NBP1
9718	9606.ENSP00000352527	NA	NA	KCNK5	KCNK5
9719	9606.ENSP00000352536	NA	NA	9606.ENSP00000352536	NA
9720	9606.ENSP00000352540	NA	NA	XMP	XMP
9721	9606.ENSP00000352544	NA	NA	CPLX2	CPLX2
9722	9606.ENSP00000352561	NA	NA	CTR1	CTR1
9723	9606.ENSP00000352565	NA	NA	HAND2	HAND2
9724	9606.ENSP00000352572	NA	NA	PCNT	PCNT
9725	9606.ENSP00000352584	NA	NA	HIS	HIS
9726	9606.ENSP00000352601	NA	NA	LRP9	LRP9
9727	9606.ENSP00000352603	NA	NA	AP4M1	AP4M1
9728	9606.ENSP00000352604	NA	NA	OR2T3	OR2T3
9729	9606.ENSP00000352606	NA	NA	HAPLN3	9606.ENSP00000352606
9730	9606.ENSP00000352608	NA	NA	RYR1	RYR1
9731	9606.ENSP00000352614	NA	NA	ZSWIM5	9606.ENSP00000352614
9732	9606.ENSP00000352626	NA	NA	OR6K2	OR6K2
9733	9606.ENSP00000352627	NA	NA	H2A.1	HIST1H2AM
9734	9606.ENSP00000352639	NA	NA	ELA2A	9606.ENSP00000352639
9735	9606.ENSP00000352642	NA	NA	9606.ENSP00000352642	NA
9736	9606.ENSP00000352645	NA	NA	TYW1	TYW1
9737	9606.ENSP00000352672	NA	NA	PGLYRP4	9606.ENSP00000352672
9738	9606.ENSP00000352673	NA	NA	ESX	JEN
9739	9606.ENSP00000352676	NA	NA	ZRANB1	9606.ENSP00000352676
9740	9606.ENSP00000352678	NA	NA	SUV3	SUV3
9741	9606.ENSP00000352706	NA	NA	HIBCH	HIBCH
9742	9606.ENSP00000352710	NA	NA	OR2M2	OR2M2
9743	9606.ENSP00000352717	NA	NA	OR13G1	9606.ENSP00000352717
9744	9606.ENSP00000352738	NA	NA	G3BP2	G3BP2
9745	9606.ENSP00000352779	NA	NA	9606.ENSP00000352779	NA
9746	9606.ENSP00000352785	NA	NA	LAH	LAH
9747	9606.ENSP00000352821	NA	NA	ZDHHC14	9606.ENSP00000352821
9748	9606.ENSP00000352833	NA	NA	PTPN22	PEP
9749	9606.ENSP00000352834	NA	NA	NMI	NMI
9750	9606.ENSP00000352836	NA	NA	ZNF675	9606.ENSP00000352836
9751	9606.ENSP00000352846	NA	NA	ZNF808	9606.ENSP00000352846
9752	9606.ENSP00000352849	NA	NA	SIRPB2	9606.ENSP00000352849
9753	9606.ENSP00000352882	NA	NA	9606.ENSP00000352882	NA
9754	9606.ENSP00000352900	NA	NA	RXRG	RXRG
9755	9606.ENSP00000352904	NA	NA	NT5C1B	CN1B
9756	9606.ENSP00000352925	NA	NA	TRRAP	9606.ENSP00000352925
9757	9606.ENSP00000352926	NA	NA	TEAD4	TEF3
9758	9606.ENSP00000352927	NA	NA	MTCL1	MTCL1
9759	9606.ENSP00000352928	NA	NA	DDA1	DDA1
9760	9606.ENSP00000352936	NA	NA	SPINK5	NS
9761	9606.ENSP00000352941	NA	NA	KCTD18	9606.ENSP00000352941
9762	9606.ENSP00000352956	NA	NA	RBM23	RBM23
9763	9606.ENSP00000352962	NA	NA	PRG2	PRG2
9764	9606.ENSP00000352976	NA	NA	AMZ2	AMZ2
9765	9606.ENSP00000352995	NA	NA	ARHGEF18	9606.ENSP00000352995
9766	9606.ENSP00000353007	NA	NA	SULF2	SULF2
9767	9606.ENSP00000353010	NA	NA	ATG2B	ATG2B
9768	9606.ENSP00000353013	NA	NA	CLEC14A	9606.ENSP00000353013
9769	9606.ENSP00000353025	NA	NA	FAM3C	FAM3C
9770	9606.ENSP00000353030	NA	NA	PTPRF	PTPRF
9771	9606.ENSP00000353032	NA	NA	P2RX4	9606.ENSP00000353032
9772	9606.ENSP00000353044	NA	NA	OR2L3	OR2L3
9773	9606.ENSP00000353048	NA	NA	CCT8L2	9606.ENSP00000353048
9774	9606.ENSP00000353058	NA	NA	ZNF517	9606.ENSP00000353058
9775	9606.ENSP00000353072	NA	NA	ATP2A3	9606.ENSP00000353072
9776	9606.ENSP00000353094	NA	NA	CAB45	SDF4
9777	9606.ENSP00000353098	NA	NA	MCMBP	MCMBP
9778	9606.ENSP00000353099	NA	NA	HLA-DRB1	9606.ENSP00000353099
9779	9606.ENSP00000353104	NA	NA	DS	DS
9780	9606.ENSP00000353114	NA	NA	AHNAK2	9606.ENSP00000353114
9781	9606.ENSP00000353128	NA	NA	DCAF12L2	9606.ENSP00000353128
9782	9606.ENSP00000353129	NA	NA	KCTD8	KCTD8
9783	9606.ENSP00000353132	NA	NA	PAXB	PAXB
9784	9606.ENSP00000353142	NA	NA	GAL3ST4	9606.ENSP00000353142
9785	9606.ENSP00000353151	NA	NA	HOXA4	9606.ENSP00000353151
9786	9606.ENSP00000353165	NA	NA	TPK1	TPK1
9787	9606.ENSP00000353198	NA	NA	PYY	PYY
9788	9606.ENSP00000353203	NA	NA	LCE1B	LCE1C
9789	9606.ENSP00000353210	NA	NA	ARL9	ARL9
9790	9606.ENSP00000353224	NA	NA	TRFR	TR
9791	9606.ENSP00000353238	NA	NA	SPN	SPN
9792	9606.ENSP00000353245	NA	NA	C17orf97	LIAT1
9793	9606.ENSP00000353246	NA	NA	MAK16	MAK16
9794	9606.ENSP00000353249	NA	NA	AGBL5	RP75
9795	9606.ENSP00000353259	NA	NA	IRC2	IRC2
9796	9606.ENSP00000353270	NA	NA	PTX1	PTX1
9797	9606.ENSP00000353292	NA	NA	9606.ENSP00000353292	NA
9798	9606.ENSP00000353295	NA	NA	CBWD5	CBWD7
9799	9606.ENSP00000353331	NA	NA	KIRREL2	9606.ENSP00000353331
9800	9606.ENSP00000353332	NA	NA	NHL	RTEL1
